Hole      Core-Sec.-Int.     Depth      Bio.sil.     Age
BDP-96-2      5   1 181      11.02       21.4      241.4
BDP-96-2      5   1 183      11.04       22.3      241.8
BDP-96-2      5   1 185      11.06       26.6      242.2
BDP-96-2      5   1 187      11.08       21.9      242.6
BDP-96-2      5   1 189       11.1       10.8      243.1
BDP-96-2      5   1 191      11.12        7.8      243.5
BDP-96-2      5   2   1      11.14        7.6      243.9
BDP-96-2      5   2   3      11.16        6.3      244.3
BDP-96-2      5   2   5      11.18        4.6      244.7
BDP-96-2      5   2   7       11.2        5.3      245.1
BDP-96-2      5   2   9      11.22        6.0      245.5
BDP-96-2      6   1   5      11.39        6.2      249.0
BDP-96-2      6   1   7      11.41        8.7      249.4
BDP-96-2      6   1   9      11.43        8.4      249.8
BDP-96-2      6   1  11      11.45        9.1      250.2
BDP-96-2      6   1  13      11.47       11.7      250.6
BDP-96-2      6   1  15      11.49       12.7      251.0
BDP-96-2      6   1  17      11.51        9.8      251.5
BDP-96-2      6   1  19      11.53       15.1      251.9
BDP-96-2      6   1  21      11.55       15.5      252.3
BDP-96-2      6   1  23      11.57       12.9      252.7
BDP-96-2      6   1  25      11.59       13.9      253.1
BDP-96-2      6   1  27      11.61       14.8      253.5
BDP-96-2      6   1  29      11.63       17.0      253.9
BDP-96-2      6   1  31      11.65       13.9      254.3
BDP-96-2      6   1  33      11.67       16.0      254.7
BDP-96-2      6   1  35      11.69       14.1      255.1
BDP-96-2      6   1  37      11.71       15.7      255.6
BDP-96-2      6   1  39      11.73       14.1      256.0
BDP-96-2      6   1  41      11.75        9.8      256.4
BDP-96-2      6   1  43      11.77       13.1      256.8
BDP-96-2      6   1  45      11.79       13.1      257.2
BDP-96-2      6   1  47      11.81       12.2      257.6
BDP-96-2      6   1  49      11.83       12.8      258.0
BDP-96-2      6   1  51      11.85       15.1      258.4
BDP-96-2      6   1  53      11.87       14.3      258.8
BDP-96-2      6   1  55      11.89       11.4      259.2
BDP-96-2      6   1  57      11.91       14.7      259.7
BDP-96-2      6   1  59      11.93       16.1      260.1
BDP-96-2      6   1  61      11.95       15.0      260.5
BDP-96-2      6   1  63      11.97        9.3      260.8
BDP-96-2      6   1  65      11.99        7.4      261.2
BDP-96-2      6   1  67      12.01        6.3      261.6
BDP-96-2      6   1  69      12.03        6.6      262.0
BDP-96-2      6   1  71      12.05        6.4      262.4
BDP-96-2      6   1  73      12.07        5.6      262.7
BDP-96-2      6   1  75      12.09        4.7      263.1
BDP-96-2      6   1  77      12.11        5.2      263.5
BDP-96-2      6   1  79      12.13        6.8      263.9
BDP-96-2      6   1  81      12.15        5.9      264.3
BDP-96-2      6   1  83      12.17        5.4      264.6
BDP-96-2      6   1  85      12.19        5.7      265.0
BDP-96-2      6   1  87      12.21        5.4      265.4
BDP-96-2      6   1  89      12.23        4.9      265.8
BDP-96-2      6   1  91      12.25        4.2      266.2
BDP-96-2      6   1  93      12.27        4.0      266.5
BDP-96-2      6   1  95      12.29        3.9      266.9
BDP-96-2      6   1  97      12.31        3.7      267.3
BDP-96-2      6   1  99      12.33        3.5      267.7
BDP-96-2      6   1 101      12.35        2.9      268.1
BDP-96-2      6   1 103      12.37        3.2      268.4
BDP-96-2      6   1 105      12.39        3.0      268.8
BDP-96-2      6   1 107      12.41        3.0      269.2
BDP-96-2      6   1 109      12.43        2.9      269.6
BDP-96-2      6   1 111      12.45        2.7      270.0
BDP-96-2      6   1 113      12.47        2.8      270.4
BDP-96-2      6   1 115      12.49        3.1      270.7
BDP-96-2      6   1 117      12.51        2.9      271.1
BDP-96-2      6   1 119      12.53        2.8      271.5
BDP-96-2      6   1 121      12.55        2.8      271.9
BDP-96-2      6   1 123      12.57        2.7      272.3
BDP-96-2      6   1 125      12.59        2.9      272.6
BDP-96-2      6   1 127      12.61        3.0      273.0
BDP-96-2      6   1 129      12.63        2.8      273.4
BDP-96-2      6   1 131      12.65        2.7      273.8
BDP-96-2      6   1 133      12.67        2.8      274.2
BDP-96-2      6   1 135      12.69        3.7      274.5
BDP-96-2      6   1 137      12.71        2.8      274.9
BDP-96-2      6   1 139      12.73        3.1      275.3
BDP-96-2      6   1 141      12.75        3.0      275.7
BDP-96-2      6   1 143      12.77        3.1      276.1
BDP-96-2      6   1 145      12.79        3.0      276.4
BDP-96-2      6   1 147      12.81        2.9      276.8
BDP-96-2      6   1 149      12.83        3.0      277.2
BDP-96-2      6   1 151      12.85        3.9      277.6
BDP-96-2      6   1 153      12.87        3.0      278.0
BDP-96-2      6   1 155      12.89        4.2      278.4
BDP-96-2      6   1 157      12.91        3.8      278.7
BDP-96-2      6   1 159      12.93        4.3      279.1
BDP-96-2      6   1 161      12.95        6.4      279.5
BDP-96-2      6   1 163      12.97        7.2      279.9
BDP-96-2      6   1 165      12.99        9.6      280.3
BDP-96-2      6   1 167      13.01       13.2      280.6
BDP-96-2      6   1 169      13.03       15.9      281.0
BDP-96-2      6   1 171      13.05       18.1      281.4
BDP-96-2      6   1 173      13.07       14.1      281.8
BDP-96-2      6   1 175      13.09       14.8      282.2
BDP-96-2      6   1 177      13.11       17.7      282.5
BDP-96-2      6   1 179      13.13       18.3      282.9
BDP-96-2      6   1 181      13.15       20.1      283.3
BDP-96-2      6   1 183      13.17       19.0      283.7
BDP-96-2      6   1 185      13.19       20.8      284.1
BDP-96-2      6   1 187      13.21       22.7      284.4
BDP-96-2      6   2   1      13.23       23.5      284.8
BDP-96-2      6   2   3      13.25       25.8      285.2
BDP-96-2      6   2   5      13.27       22.4      285.7
BDP-96-2      6   2   7      13.29       21.3      286.2
BDP-96-1      4   1   8     13.495        9.0      291.5
BDP-96-1      4   1  10     13.515       11.2      292.0
BDP-96-1      4   1  11     13.525        7.7      292.2
BDP-96-1      4   1  13     13.545       10.6      292.7
BDP-96-1      4   1  14     13.555       12.4      293.0
BDP-96-1      4   1  15     13.565        9.4      293.3
BDP-96-1      4   1  17     13.585       13.2      293.8
BDP-96-1      4   1  18     13.595       18.1      294.0
BDP-96-1      4   1  19     13.605       16.7      294.3
BDP-96-1      4   1  21     13.625       15.4      294.8
BDP-96-1      4   1  22     13.635       14.4      295.1
BDP-96-1      4   1  23     13.645       12.4      295.3
BDP-96-1      4   1  25     13.665       13.1      295.8
BDP-96-1      4   1  26     13.675       13.3      296.1
BDP-96-1      4   1  27     13.685       10.0      296.3
BDP-96-1      4   1  28     13.695        4.8      296.6
BDP-96-1      4   1  30     13.715        4.6      297.1
BDP-96-1      4   1  31     13.725        5.2      297.4
BDP-96-1      4   1  33     13.745        6.0      297.9
BDP-96-1      4   1  34     13.755        5.4      298.1
BDP-96-1      4   1  35     13.765        9.0      298.4
BDP-96-1      4   1  37     13.785        8.0      298.9
BDP-96-1      4   1  38     13.795        6.5      299.1
BDP-96-1      4   1  39     13.805        7.0      299.4
BDP-96-1      4   1  41     13.825        7.2      299.9
BDP-96-1      4   1  42     13.835        8.2      300.2
BDP-96-1      4   1  43     13.845        9.7      300.4
BDP-96-1      4   1  45     13.865       13.5      300.9
BDP-96-1      4   1  46     13.875       14.8      301.2
BDP-96-1      4   1  47     13.885       14.6      301.4
BDP-96-1      4   1  50     13.915       17.2      302.2
BDP-96-1      4   1  51     13.925       20.5      302.5
BDP-96-2      7   1   3     13.945       13.5      303.0
BDP-96-2      7   1   5     13.965        5.8      303.5
BDP-96-2      7   1   7     13.985        4.7      304.0
BDP-96-2      7   1   9     14.005        5.3      304.5
BDP-96-2      7   1  11     14.025        5.7      305.0
BDP-96-2      7   1  13     14.045        7.9      305.5
BDP-96-2      7   1  15     14.065        9.1      306.0
BDP-96-2      7   1  17     14.085       15.3      306.6
BDP-96-2      7   1  19     14.105       21.8      307.1
BDP-96-2      7   1  21     14.125       25.7      307.6
BDP-96-2      7   1  23     14.145       22.5      308.0
BDP-96-2      7   1  25     14.165       23.1      308.4
BDP-96-2      7   1  27     14.185       22.6      308.7
BDP-96-2      7   1  29     14.205       19.7      309.1
BDP-96-2      7   1  31     14.225       19.5      309.5
BDP-96-2      7   1  33     14.245       21.4      309.8
BDP-96-2      7   1  35     14.265       19.8      310.2
BDP-96-2      7   1  37     14.285       17.8      310.6
BDP-96-2      7   1  39     14.305       17.4      311.0
BDP-96-2      7   1  41     14.325       19.3      311.3
BDP-96-2      7   1  43     14.345       18.6      311.7
BDP-96-2      7   1  45     14.365       19.4      312.1
BDP-96-2      7   1  47     14.385       20.5      312.4
BDP-96-2      7   1  49     14.405       16.2      312.8
BDP-96-2      7   1  51     14.425       19.6      313.2
BDP-96-2      7   1  53     14.445       21.5      313.6
BDP-96-2      7   1  55     14.465       20.2      313.9
BDP-96-2      7   1  57     14.485       21.7      314.3
BDP-96-2      7   1  59     14.505       24.7      314.7
BDP-96-2      7   1  61     14.525       23.9      315.0
BDP-96-2      7   1  63     14.545       21.8      315.4
BDP-96-2      7   1  65     14.565       33.2      315.8
BDP-96-2      7   1  67     14.585       33.3      316.2
BDP-96-2      7   1  69     14.605       33.6      316.5
BDP-96-2      7   1  71     14.625       11.9      316.9
BDP-96-2      7   1  73     14.645        7.4      317.3
BDP-96-2      7   1  75     14.665        7.1      317.6
BDP-96-2      7   1  77     14.685        7.1      318.0
BDP-96-2      7   1  79     14.705        6.9      318.4
BDP-96-2      7   1  81     14.725        7.2      318.8
BDP-96-2      7   1  83     14.745        9.5      319.1
BDP-96-2      7   1  85     14.765       10.4      319.5
BDP-96-2      7   1  87     14.785       12.1      319.9
BDP-96-2      7   1  89     14.805       15.3      320.2
BDP-96-2      7   1  91     14.825       12.4      320.6
BDP-96-2      7   1  93     14.845       17.5      321.0
BDP-96-2      7   1  95     14.865       17.4      321.4
BDP-96-2      7   1  97     14.885       14.9      321.7
BDP-96-2      7   1  99     14.905       21.5      322.1
BDP-96-2      7   1 101     14.925       19.4      322.5
BDP-96-2      7   1 103     14.945       22.2      322.9
BDP-96-2      7   1 105     14.965       25.4      323.2
BDP-96-2      7   1 107     14.985       28.8      323.6
BDP-96-2      7   1 109     15.005       30.2      324.0
BDP-96-2      7   1 111     15.025       32.1      324.3
BDP-96-2      7   1 113     15.045       34.5      324.7
BDP-96-2      7   1 115     15.065       33.1      325.1
BDP-96-2      7   1 117     15.085       33.7      325.5
BDP-96-2      7   1 119     15.105       34.2      325.8
BDP-96-2      7   1 121     15.125       37.0      326.2
BDP-96-2      7   1 123     15.145       39.5      326.6
BDP-96-2      7   1 125     15.165       39.1      326.9
BDP-96-2      7   1 129     15.205       41.5      327.7
BDP-96-2      7   1 131     15.225       36.5      328.1
BDP-96-2      7   1 133     15.245       39.7      328.4
BDP-96-2      7   1 135     15.265       42.1      328.8
BDP-96-2      7   1 137     15.285       43.0      329.2
BDP-96-2      7   1 139     15.305       40.0      329.5
BDP-96-2      7   1 141     15.325       38.8      329.9
BDP-96-2      7   1 143     15.345       37.2      330.3
BDP-96-2      7   1 145     15.365       36.2      330.7
BDP-96-2      7   1 147     15.385       39.8      331.0
BDP-96-2      7   1 149     15.405       36.2      331.4
BDP-96-2      7   1 151     15.425       36.4      331.8
BDP-96-2      7   1 153     15.445       33.9      332.1
BDP-96-2      7   1 155     15.465       33.9      332.5
BDP-96-2      7   1 157     15.485       34.4      332.9
BDP-96-2      7   1 159     15.505       28.9      333.3
BDP-96-2      7   1 161     15.525       19.2      333.6
BDP-96-2      7   1 163     15.545       21.9      334.0
BDP-96-2      7   1 165     15.565       20.2      334.4
BDP-96-2      7   1 167     15.585       19.8      334.7
BDP-96-2      7   1 169     15.605       16.9      335.1
BDP-96-2      7   1 171     15.625       17.1      335.5
BDP-96-2      7   1 173     15.645       17.9      335.9
BDP-96-2      7   1 175     15.665       13.5      336.2
BDP-96-2      7   2   1       15.7       10.9      336.9
BDP-96-2      7   2   3      15.72       11.4      337.3
BDP-96-2      7   2   5      15.74        4.1      337.6
BDP-96-2      7   2   7      15.76        4.9      338.0
BDP-96-2      7   2   9      15.78        4.3      338.4
BDP-96-2      7   2  11       15.8        4.5      338.7
BDP-96-2      7   2  13      15.82        5.2      339.1
BDP-96-2      7   2  15      15.84        6.2      339.5
BDP-96-2      7   2  17      15.86        6.0      339.9
BDP-96-2      7   2  19      15.88        5.0      340.2
BDP-96-2      7   2  21       15.9        5.2      340.6
BDP-96-2      7   2  23      15.92        4.8      341.0
BDP-96-2      8   1   1      15.93        5.5      341.2
BDP-96-2      8   1   3      15.95        3.6      341.5
BDP-96-2      8   1   5      15.97        3.7      341.9
BDP-96-2      8   1   7      15.99        3.7      342.3
BDP-96-2      8   1   9      16.01        3.4      342.7
BDP-96-2      8   1  11      16.03        3.5      343.0
BDP-96-2      8   1  13      16.05        3.4      343.4
BDP-96-2      8   1  15      16.07        3.2      343.8
BDP-96-2      8   1  17      16.09        3.5      344.1
BDP-96-2      8   1  19      16.11        3.6      344.5
BDP-96-2      8   1  21      16.13        3.2      344.9
BDP-96-2      8   1  23      16.15        3.3      345.3
BDP-96-2      8   1  25      16.17        3.4      345.6
BDP-96-2      8   1  27      16.19        3.3      346.0
BDP-96-2      8   1  29      16.21        3.5      346.4
BDP-96-2      8   1  31      16.23        3.5      346.7
BDP-96-2      8   1  33      16.25        3.6      347.1
BDP-96-2      8   1  35      16.27        3.8      347.5
BDP-96-2      8   1  37      16.29        3.7      347.9
BDP-96-2      8   1  39      16.31        4.0      348.2
BDP-96-2      8   1  41      16.33        3.8      348.6
BDP-96-2      8   1  43      16.35        4.4      349.0
BDP-96-2      8   1  45      16.37        4.7      349.3
BDP-96-2      8   1  47      16.39        4.0      349.7
BDP-96-2      8   1  49      16.41        5.9      350.1
BDP-96-2      8   1  51      16.43        6.1      350.5
BDP-96-2      8   1  53      16.45        4.6      351.0
BDP-96-2      8   1  55      16.47        5.0      351.5
BDP-96-2      8   1  57      16.49        5.0      352.1
BDP-96-2      8   1  59      16.51        4.6      352.6
BDP-96-2      8   1  61      16.53        5.2      353.1
BDP-96-2      8   1  63      16.55        6.3      353.7
BDP-96-2      8   1  65      16.57        7.0      354.2
BDP-96-2      8   1  67      16.59        7.0      354.7
BDP-96-2      8   1  69      16.61        6.9      355.3
BDP-96-2      8   1  71      16.63        6.2      355.8
BDP-96-2      8   1  73      16.65        6.4      356.3
BDP-96-2      8   1  75      16.67        6.0      356.9
BDP-96-2      8   1  77      16.69        6.0      357.4
BDP-96-2      8   1  79      16.71        6.4      357.9
BDP-96-2      8   1  81      16.73        6.0      358.5
BDP-96-2      8   1  83      16.75        5.9      359.0
BDP-96-2      8   1  85      16.77        5.9      359.5
BDP-96-2      8   1  87      16.79        5.2      360.1
BDP-96-2      8   1  89      16.81        6.2      360.6
BDP-96-2      8   1  91      16.83        7.1      361.1
BDP-96-2      8   1  93      16.85        8.3      361.6
BDP-96-2      8   1  95      16.87        7.0      362.2
BDP-96-2      8   1  97      16.89        7.0      362.7
BDP-96-2      8   1  99      16.91        7.2      363.2
BDP-96-2      8   1 101      16.93        7.0      363.8
BDP-96-2      8   1 103      16.95        7.0      364.3
BDP-96-2      8   1 105      16.97        7.5      364.8
BDP-96-2      8   1 107      16.99        7.8      365.4
